Trade Date,Index Value,High,Low,Total Market Value,Dividend Market Value
2017-02-24,1500.74,1531.43,1499.46,574467046235.0,0.0
2017-02-23,1532.86,1534.12,1523.41,586762062876.0,0.0
2017-02-22,1524.89,1537.08,1523.56,583711759778.0,0.0
2017-02-21,1532.46,1533.71,1519.97,586608511373.0,0.0
2017-02-20,1521.53,1524.0,1517.1,582425255491.0,0.0
2017-02-17,1515.38,1520.72,1509.64,580070955096.0,0.0
2017-02-16,1515.68,1518.36,1506.51,580184581199.0,0.0
2017-02-15,1511.49,1526.44,1507.51,578581030552.0,0.0
2017-02-14,1525.87,1527.84,1518.78,584085455630.0,0.0
2017-02-13,1522.17,1526.21,1516.34,582672028990.0,0.0
2017-02-10,1521.88,1530.4,1520.3,582559761475.0,0.0
2017-02-09,1518.4,1518.4,1506.91,581227624731.0,0.0
2017-02-08,1505.24,1505.24,1496.27,576190740834.0,0.0
2017-02-07,1497.73,1511.41,1496.32,573315033498.0,0.0
2017-02-06,1506.49,1518.27,1504.79,576668090580.0,0.0
2017-02-03,1516.89,1531.2,1514.95,580651358076.0,0.0
2017-02-02,1521.61,1524.22,1510.15,582456366634.0,0.0
2017-02-01,1516.01,1533.09,1515.32,580313989822.0,0.0
2017-01-31,1525.37,1536.19,1514.47,583897186121.0,0.0
2017-01-30,1472.53,1474.63,1463.38,563667466516.0,0.0
2017-01-27,1465.36,1473.69,1461.6,560923681574.0,61523887.0
2017-01-26,1470.68,1479.0,1467.55,563021976062.0,0.0
2017-01-25,1488.12,1489.38,1469.57,569698837928.0,0.0
2017-01-24,1464.27,1468.57,1457.14,560568483776.0,0.0
2017-01-23,1464.91,1490.13,1463.14,560814667193.0,0.0
2017-01-20,1497.01,1506.94,1494.26,573103119587.0,0.0
2017-01-19,1505.65,1515.96,1503.03,576410158647.0,0.0
2017-01-18,1514.4,1517.36,1510.47,579758812163.0,0.0
2017-01-17,1511.34,1512.47,1494.97,578588185489.0,0.0
2017-01-16,1502.92,1512.8,1495.6,575366922705.0,0.0
2017-01-13,1528.35,1528.98,1508.62,585102398861.0,0.0
2017-01-12,1506.92,1520.4,1499.34,576897427034.0,0.0
2017-01-11,1501.67,1507.71,1495.56,574885387937.0,0.0
2017-01-10,1504.53,1520.62,1504.4,575980092286.0,0.0
2017-01-09,1514.4,1516.59,1505.26,579758687497.0,0.0
2017-01-05,1512.0,1516.71,1506.37,578843148487.0,0.0
2017-01-04,1519.88,1535.39,1511.93,581859143834.0,0.0
2017-01-03,1536.34,1543.33,1527.45,588158192684.0,0.0
2017-01-02,1546.89,1549.95,1537.81,592198970948.0,0.0
2016-12-30,1541.06,1543.59,1533.77,589965514294.0,0.0
2016-12-29,1542.15,1546.41,1541.45,590383002382.0,0.0
2016-12-28,1547.17,1549.77,1542.76,592306984584.0,0.0
2016-12-27,1545.49,1547.54,1536.41,591662583712.0,0.0
2016-12-23,1535.93,1541.31,1531.71,588000609324.0,0.0
2016-12-22,1535.1,1537.32,1523.96,587684325903.0,8478044.0
2016-12-21,1529.0,1543.09,1526.07,585344019110.0,0.0
2016-12-20,1543.77,1550.75,1538.79,590995190233.0,0.0
2016-12-19,1557.3,1559.08,1547.92,596176177965.0,0.0
2016-12-16,1552.64,1560.12,1545.61,594391331354.0,0.0
2016-12-15,1557.18,1559.39,1532.03,596130301823.0,0.0
2016-12-14,1594.78,1616.45,1592.75,610523329788.0,182815476.0
2016-12-13,1615.18,1618.08,1600.52,618520435574.0,0.0
2016-12-12,1600.2,1614.95,1596.47,612784336385.0,168138126.0
2016-12-09,1614.23,1616.66,1586.2,618326365380.0,0.0
2016-12-08,1588.06,1588.06,1573.53,608301168790.0,0.0
2016-12-07,1571.7,1572.57,1560.63,602034813639.0,96025475.0
2016-12-06,1559.0,1564.38,1555.0,597264099259.0,0.0
2016-12-05,1563.7,1569.11,1547.36,599065519186.0,0.0
2016-12-02,1547.7,1554.53,1534.88,592936794893.0,0.0
2016-12-01,1561.12,1569.38,1557.66,598076475598.0,0.0
2016-11-30,1573.21,1581.7,1570.97,601443792350.0,0.0
2016-11-29,1574.48,1585.67,1566.43,601929875043.0,0.0
2016-11-28,1572.96,1591.27,1570.69,601348209591.0,0.0
2016-11-25,1593.11,1593.11,1575.0,609050772587.0,0.0
2016-11-24,1581.95,1584.57,1569.25,604785411715.0,0.0
2016-11-23,1575.5,1596.29,1571.4,602320607439.0,0.0
2016-11-22,1577.03,1594.26,1575.95,602905126625.0,0.0
2016-11-21,1581.39,1596.53,1566.83,604565815325.0,0.0
2016-11-18,1591.1,1597.75,1578.53,608275639951.0,0.0
2016-11-17,1579.11,1580.32,1544.05,603691909383.0,0.0
2016-11-16,1546.08,1562.08,1536.79,591064413014.0,0.0
2016-11-15,1556.71,1556.71,1519.81,595128096113.0,0.0
2016-11-14,1504.88,1537.39,1501.21,575314292154.0,0.0
2016-11-11,1502.86,1522.36,1502.86,574543571184.0,0.0
2016-11-10,1501.93,1541.9,1497.14,574187474968.0,0.0
2016-11-09,1530.61,1531.77,1492.41,585152518400.0,0.0
2016-11-08,1538.2,1541.35,1523.58,588047472582.0,0.0
2016-11-07,1529.26,1533.51,1519.21,584633010412.0,0.0
2016-11-04,1512.74,1527.91,1510.43,578315105705.0,0.0
2016-11-03,1531.75,1537.89,1510.68,585582432386.0,0.0
2016-11-02,1512.39,1529.7,1512.28,578183216542.0,0.0
2016-11-01,1529.68,1548.68,1529.31,584793515930.0,0.0
2016-10-31,1535.42,1545.74,1532.42,586984941654.0,0.0
2016-10-28,1547.07,1548.76,1529.61,591441388973.0,0.0
2016-10-27,1541.29,1543.13,1528.01,589231470021.0,0.0
2016-10-26,1536.72,1548.08,1526.62,587483686135.0,0.0
2016-10-25,1542.13,1559.13,1538.95,589552899777.0,0.0
2016-10-24,1552.94,1578.03,1552.67,593685749183.0,0.0
2016-10-21,1565.97,1566.99,1552.91,598664545785.0,0.0
2016-10-20,1565.71,1565.95,1546.49,598567540517.0,0.0
2016-10-19,1545.82,1547.72,1535.13,590962097350.0,0.0
2016-10-18,1542.24,1546.25,1531.34,589595440769.0,0.0
2016-10-17,1524.0,1547.76,1522.75,582619399596.0,0.0
2016-10-14,1550.07,1552.56,1537.41,592587937474.0,0.0
2016-10-13,1522.38,1531.12,1514.1,582002436364.0,0.0
2016-10-12,1534.93,1548.41,1529.92,586800761489.0,0.0
2016-10-11,1527.29,1536.61,1526.32,583879548479.0,0.0
2016-10-10,1533.91,1535.51,1509.16,586410461093.0,0.0
2016-10-07,1508.42,1527.92,1507.87,576666104801.0,0.0
2016-10-06,1533.49,1535.11,1518.96,586249805295.0,0.0
2016-10-05,1531.89,1536.56,1514.58,585636974738.0,0.0
2016-10-04,1525.47,1527.48,1500.36,583180997267.0,0.0
2016-10-03,1503.11,1505.28,1490.97,574635582858.0,0.0
2016-09-30,1504.13,1539.16,1490.29,575022492174.0,0.0
2016-09-29,1530.12,1537.77,1521.33,582195811705.0,0.0
2016-09-28,1525.46,1531.01,1521.87,580425221875.0,0.0
2016-09-27,1520.73,1525.07,1505.04,578625696679.0,0.0
2016-09-26,1508.17,1527.71,1506.75,573846323157.0,0.0
2016-09-23,1528.57,1538.39,1524.25,581606428308.0,0.0
2016-09-22,1537.89,1539.98,1520.27,585152011546.0,0.0
2016-09-21,1514.94,1533.8,1513.31,576422377237.0,0.0
2016-09-20,1514.16,1524.3,1513.72,576125265569.0,0.0
2016-09-19,1524.96,1524.96,1510.34,580234266842.0,0.0
2016-09-16,1506.38,1519.61,1505.04,573164319569.0,0.0
2016-09-15,1516.31,1536.68,1512.09,576943914704.0,0.0
2016-09-14,1555.8,1560.82,1552.23,591967168367.0,0.0
2016-09-13,1560.08,1579.33,1559.54,593594403318.0,0.0
2016-09-12,1568.25,1569.77,1552.62,596706474427.0,344080000.0
2016-09-09,1586.46,1607.63,1583.82,603980518033.0,0.0
2016-09-08,1609.12,1611.81,1596.29,612609828396.0,0.0
2016-09-07,1609.05,1615.0,1606.51,612580849680.0,0.0
2016-09-06,1607.47,1615.59,1604.41,611978599023.0,0.0
2016-09-05,1597.67,1598.87,1591.31,608248966647.0,0.0
2016-09-02,1590.16,1590.16,1575.28,605388962689.0,0.0
2016-09-01,1573.91,1586.69,1573.27,599204389740.0,0.0
2016-08-31,1572.53,1584.82,1572.22,598678147444.0,0.0
2016-08-30,1583.61,1593.49,1583.09,602897303313.0,0.0
2016-08-29,1582.04,1585.34,1570.37,602298084656.0,0.0
2016-08-26,1586.8,1597.0,1578.19,604112271374.0,0.0
2016-08-25,1610.03,1621.04,1610.03,612954332165.0,0.0
2016-08-24,1620.8,1627.46,1614.82,617054965166.0,0.0
2016-08-23,1625.52,1629.11,1612.93,618852304535.0,0.0
2016-08-22,1608.67,1625.5,1605.66,612438931875.0,0.0
2016-08-19,1614.97,1625.54,1604.38,614834604979.0,0.0
2016-08-18,1621.79,1622.13,1610.53,617432444555.0,0.0
2016-08-17,1603.1,1633.07,1599.17,610318067155.0,0.0
2016-08-16,1623.95,1643.69,1623.95,618253631097.0,0.0
2016-08-15,1648.59,1659.88,1639.79,627634908235.0,0.0
2016-08-12,1623.82,1631.16,1622.55,617900651963.0,0.0
2016-08-11,1628.08,1628.26,1589.2,619520289663.0,0.0
2016-08-10,1588.09,1593.5,1575.41,604304083094.0,0.0
2016-08-09,1587.9,1588.41,1551.49,604231947201.0,0.0
2016-08-08,1553.01,1554.83,1547.24,590956410338.0,0.0
2016-08-05,1548.7,1551.4,1527.16,589313361303.0,0.0
2016-08-04,1522.22,1524.27,1512.8,579240002536.0,0.0
2016-08-03,1514.81,1529.28,1513.12,576419578079.0,0.0
2016-08-02,1527.69,1554.56,1527.13,581320405064.0,0.0
2016-08-01,1554.2,1568.0,1548.62,591407393104.0,0.0
2016-07-29,1559.62,1561.91,1550.22,593468661636.0,0.0
2016-07-28,1551.16,1568.15,1551.16,590249735225.0,0.0
2016-07-27,1555.85,1565.98,1553.87,592036109263.0,0.0
2016-07-26,1558.13,1572.73,1544.03,592904134114.0,0.0
2016-07-25,1565.98,1575.79,1562.68,595890687039.0,0.0
2016-07-22,1559.51,1571.73,1555.71,593429565941.0,0.0
2016-07-21,1571.93,1581.63,1566.77,598152695149.0,0.0
2016-07-20,1579.85,1579.85,1561.4,601167873717.0,0.0
2016-07-19,1558.8,1560.68,1549.93,593156408095.0,0.0
2016-07-18,1558.78,1570.4,1551.4,593149595295.0,0.0
2016-07-15,1562.35,1568.63,1555.38,594510306749.0,0.0
2016-07-14,1558.36,1577.12,1558.36,592989367730.0,0.0
2016-07-13,1568.94,1574.42,1554.61,597015607857.0,0.0
2016-07-12,1559.03,1564.11,1552.54,593247155999.0,0.0
2016-07-11,1560.93,1563.77,1534.71,593967606258.0,0.0
2016-07-08,1529.93,1531.65,1503.13,582171767488.0,0.0
2016-07-07,1505.07,1517.93,1495.93,572713161504.0,0.0
2016-07-06,1486.42,1511.76,1479.25,565617073067.0,0.0
2016-07-05,1509.52,1517.15,1500.83,574405034846.0,0.0
2016-07-04,1517.99,1542.22,1516.3,577628979854.0,0.0
2016-07-01,1528.83,1528.91,1509.39,581754230325.0,0.0
2016-06-30,1506.06,1507.1,1484.72,573089463513.0,0.0
2016-06-29,1495.36,1495.36,1470.01,569017868087.0,0.0
2016-06-28,1466.26,1474.76,1460.95,557945104786.0,0.0
2016-06-27,1449.19,1475.86,1442.11,551450654327.0,0.0
2016-06-23,1556.52,1562.83,1537.72,592290770554.0,0.0
2016-06-22,1540.68,1552.78,1515.27,586261696830.0,0.0
2016-06-21,1530.79,0.0,0.0,582499860879.0,0.0
2016-06-20,1536.05,1536.38,1515.52,584013696539.0,0.0
2016-06-17,1492.21,1492.21,1472.59,567346454987.0,0.0
2016-06-16,1465.48,1486.87,1463.55,557182521672.0,0.0
2016-06-15,1507.55,1512.69,1495.83,568141942795.0,0.0
2016-06-14,1487.14,1492.18,1469.35,560451221004.0,0.0
2016-06-13,1498.19,1519.52,1495.09,564614130500.0,0.0
2016-06-10,1522.81,1554.34,1521.41,573894138750.0,0.0
2016-06-09,1558.8,1577.55,1558.8,587456564689.0,0.0
2016-06-08,1579.13,1585.21,1575.36,595118884288.0,0.0
2016-06-07,1586.81,1586.81,1575.43,598011687151.0,0.0
2016-06-03,1569.23,1587.31,1556.59,591386511762.0,0.0
2016-06-02,1569.72,1569.72,1553.03,591571388272.0,0.0
2016-06-01,1564.4,1581.13,1562.56,589565818563.0,0.0
2016-05-31,1586.7,1599.47,1583.41,597972257295.0,0.0
2016-05-30,1597.73,1597.73,1580.11,602126812258.0,0.0
2016-05-27,1585.05,1586.2,1571.87,597349141445.0,0.0
2016-05-26,1576.78,1580.98,1566.87,594231822442.0,550922342.0
2016-05-25,1568.29,1581.09,1566.4,591581211350.0,767994426.0
2016-05-24,1572.38,1574.12,1545.62,593892700148.0,0.0
2016-05-23,1557.81,1570.52,1553.29,588255022603.0,0.0
2016-05-20,1568.3,1570.9,1559.53,592218870268.0,0.0
2016-05-19,1553.99,1578.55,1548.33,586815010024.0,0.0
2016-05-18,1590.53,1590.53,1573.97,600611480848.0,644182047.0
2016-05-17,1579.2,1609.11,1575.37,596973690794.0,0.0
2016-05-16,1596.31,1596.52,1572.49,603439522786.0,0.0
2016-05-13,1593.42,1593.42,1569.98,602348418704.0,0.0
2016-05-12,1579.35,1599.84,1576.47,597028949622.0,0.0
2016-05-11,1592.0,1620.24,1588.67,601812057887.0,129977276.0
2016-05-10,1611.4,1629.38,1607.83,609277261336.0,0.0
2016-05-09,1623.27,1630.58,1605.19,613765537829.0,0.0
2016-05-06,1596.41,1607.21,1595.89,603598683206.0,0.0
2016-05-04,1610.47,1627.05,1609.66,608915786293.0,14516846480.0
2016-05-03,1614.2,1633.46,1605.51,624876945320.0,0.0
2016-05-02,1633.46,1644.53,1625.51,632331125631.0,0.0
2016-04-29,1625.51,1644.99,1615.7,629252500308.0,22104760.0
2016-04-28,1650.36,1654.15,1624.87,638894471311.0,0.0
2016-04-27,1666.6,1675.53,1659.36,645052116884.0,0.0
2016-04-26,1667.79,1681.53,1663.31,645509905267.0,0.0
2016-04-25,1671.69,1682.84,1662.34,647021499470.0,0.0
2016-04-22,1680.36,1694.99,1674.79,650377802869.0,111744892.0
2016-04-21,1698.55,1714.47,1689.48,657528974541.0,2011467950.0
2016-04-20,1709.99,1710.31,1692.42,663982022515.0,0.0
2016-04-19,1709.9,1716.29,1686.87,663948907883.0,0.0
2016-04-18,1677.51,1684.68,1653.61,651372502489.0,0.0
2016-04-15,1666.03,1678.81,1663.05,646914512525.0,0.0
2016-04-14,1658.52,1681.85,1654.53,643999680193.0,0.0
2016-04-13,1675.62,1685.7,1667.32,650638857008.0,0.0
2016-04-12,1646.04,1646.93,1634.2,639150786862.0,0.0
2016-04-11,1650.11,1655.28,1639.28,640733221222.0,380255505.0
2016-04-08,1646.85,1647.81,1613.93,639846933713.0,0.0
2016-04-07,1609.78,1618.63,1597.47,625699000327.0,0.0
2016-04-06,1611.2,1611.2,1560.94,626250105394.0,0.0
2016-04-05,1550.66,1568.58,1544.77,602717640096.0,0.0
2016-04-04,1573.3,1573.94,1555.04,611518981016.0,0.0
2016-04-01,1566.07,1566.07,1546.19,608709331282.0,0.0
2016-03-31,1570.76,1582.34,1568.92,610530548691.0,0.0
2016-03-30,1580.02,1587.01,1554.77,614128415580.0,0.0
2016-03-29,1548.09,1555.72,1541.78,601718776341.0,0.0
2016-03-24,1545.59,1554.73,1545.59,600749273975.0,0.0
2016-03-23,1561.77,1574.27,1558.18,607037847112.0,0.0
2016-03-22,1560.32,1560.32,1530.24,606473003015.0,0.0
2016-03-21,1557.1,1569.24,1552.55,605221786684.0,0.0
2016-03-18,1573.1,1575.61,1556.84,611440087528.0,0.0
2016-03-17,1588.74,1607.38,1570.98,617517955427.0,1077523560.0
2016-03-16,1594.16,1615.6,1591.99,621547613911.0,0.0
2016-03-15,1609.92,1628.66,1606.13,627693446861.0,0.0
2016-03-14,1643.96,1647.26,1630.55,640964460169.0,0.0
2016-03-11,1626.53,1628.87,1615.29,634167515125.0,0.0
2016-03-10,1601.51,1642.97,1600.89,624414410663.0,0.0
2016-03-09,1628.31,1631.78,1611.73,634861359909.0,0.0
2016-03-08,1619.14,1624.67,1609.79,631287394708.0,0.0
2016-03-07,1630.57,1630.57,1617.73,635743827797.0,0.0
2016-03-04,1629.16,1641.09,1601.2,635192287796.0,0.0
2016-03-03,1600.58,1605.3,1594.15,624048556921.0,0.0
2016-03-02,1599.45,1617.44,1587.69,623608524669.0,0.0
2016-03-01,1608.41,1610.59,1576.55,627102399167.0,0.0
2016-02-29,1583.47,1587.04,1558.47,617378676194.0,0.0
2016-02-26,1584.09,1599.29,1582.61,617621666892.0,0.0
2016-02-25,1572.01,1572.01,1545.12,612911954727.0,0.0
2016-02-24,1546.71,1584.37,1542.79,603046051124.0,0.0
2016-02-23,1582.11,1606.3,1582.11,616848919969.0,0.0
2016-02-22,1608.69,1621.49,1605.24,627210758200.0,0.0
2016-02-19,1598.69,1603.54,1585.58,623313599120.0,0.0
2016-02-18,1601.76,1616.27,1594.61,624510630443.0,0.0
2016-02-17,1607.6,1607.6,1564.39,626785253030.0,0.0
2016-02-16,1557.92,1583.16,1551.6,607416987219.0,0.0
2016-02-15,1569.88,1569.88,1543.77,612081219466.0,0.0
2016-02-12,1523.66,1523.66,1508.74,594060066388.0,0.0
2016-02-11,1501.21,1532.1,1498.56,585306482146.0,0.0
2016-02-10,1537.23,1544.76,1527.35,599350782149.0,0.0
2016-02-09,1516.94,1524.7,1490.4,591439396884.0,0.0
2016-02-08,1507.23,1572.43,1505.4,587655549822.0,0.0
2016-02-05,1566.4,1578.85,1562.52,610725227225.0,0.0
2016-02-04,1565.44,1584.65,1538.3,610348085385.0,0.0
2016-02-03,1565.85,1602.8,1560.02,610510442579.0,0.0
2016-02-02,1584.56,1605.32,1579.58,617802501487.0,0.0
2016-02-01,1602.25,1614.78,1597.22,624700920671.0,0.0
2016-01-29,1607.77,1619.21,1587.77,626853090818.0,61523887.0
2016-01-28,1608.35,1642.28,1594.88,627139348790.0,0.0
2016-01-27,1662.91,1662.91,1637.28,648387296958.0,0.0
2016-01-26,1652.89,1653.76,1621.36,644479823533.0,0.0
2016-01-25,1648.23,1663.83,1640.49,642664830535.0,0.0
2016-01-22,1656.06,1656.06,1622.83,622115075370.0,0.0
2016-01-21,1604.06,1613.19,1573.68,602581378825.0,0.0
2016-01-20,1579.94,1598.51,1576.55,593519696958.0,129494296.0
2016-01-19,1622.68,1626.42,1591.64,609665492790.0,0.0
2016-01-18,1565.8,1582.2,1557.22,588294439072.0,0.0
2016-01-15,1574.03,1621.6,1565.39,591386725404.0,0.0
2016-01-14,1580.87,1601.78,1573.18,593955964464.0,0.0
2016-01-13,1614.22,1633.57,1612.54,606487561690.0,0.0
2016-01-12,1610.59,1632.11,1606.79,605120503124.0,0.0
2016-01-11,1603.67,1621.14,1592.79,602522458650.0,0.0
2016-01-08,1616.64,1638.2,1614.92,607395058401.0,0.0
2016-01-07,1615.96,1628.15,1581.63,607138271970.0,0.0
2016-01-05,1642.72,1666.88,1636.53,617192605072.0,0.0
2016-01-04,1652.13,1703.11,1651.77,620730811790.0,0.0
