Trade Date,Index Value,High,Low,Total Market Value,Dividend Market Value
2019-09-20,1577.64,1582.87,1573.26,578900393795.0,0.0
2019-09-19,1576.38,1577.63,1566.48,578435953420.0,0.0
2019-09-18,1571.55,1573.76,1560.9,576665325386.0,0.0
2019-09-17,1563.12,1568.62,1549.63,573572150768.0,0.0
2019-09-16,1553.87,1564.41,1542.04,570177977199.0,0.0
2019-09-13,1580.27,1582.05,1571.86,579863121378.0,0.0
2019-09-12,1578.53,1580.2,1568.53,579225264812.0,0.0
2019-09-11,1572.46,1588.69,1569.37,576999986787.0,0.0
2019-09-10,1585.37,1585.37,1568.37,581734603087.0,0.0
2019-09-09,1570.06,1587.74,1565.77,576117930899.0,187299200.0
2019-09-06,1586.24,1587.56,1567.35,582242825708.0,0.0
2019-09-05,1568.06,1576.89,1560.2,575569942529.0,0.0
2019-09-04,1566.36,1578.79,1563.89,574946125135.0,0.0
2019-09-03,1566.83,1566.83,1549.96,575120675218.0,0.0
2019-09-02,1565.97,1578.5,1564.0,574803023490.0,0.0
2019-08-30,1567.34,1582.23,1564.34,575244320578.0,0.0
2019-08-29,1566.97,1573.14,1553.78,575106608252.0,0.0
2019-08-28,1563.66,1568.06,1550.38,573890782761.0,0.0
2019-08-27,1531.93,1533.08,1516.9,562248040783.0,0.0
2019-08-26,1525.98,1529.19,1499.05,560063048829.0,0.0
2019-08-23,1518.38,1538.49,1518.04,557257010708.0,0.0
2019-08-22,1521.06,1528.16,1515.83,558238077633.0,0.0
2019-08-21,1517.77,1522.28,1508.5,557033166838.0,0.0
2019-08-20,1507.21,1519.01,1504.86,553156927433.0,0.0
2019-08-19,1504.81,1506.99,1479.49,552275944165.0,0.0
2019-08-16,1479.1,1480.35,1457.5,542837784898.0,0.0
2019-08-15,1458.09,1465.43,1435.2,535130212159.0,0.0
2019-08-14,1439.73,1472.24,1438.8,528390826893.0,0.0
2019-08-13,1471.0,1481.63,1451.98,539867282525.0,0.0
2019-08-12,1462.69,1483.86,1459.54,536816139395.0,0.0
2019-08-09,1472.03,1478.51,1465.95,540246372988.0,0.0
2019-08-08,1470.73,1476.67,1451.69,539768157858.0,0.0
2019-08-07,1450.18,1455.49,1439.39,532224086653.0,0.0
2019-08-06,1441.07,1455.95,1437.25,528882251322.0,0.0
2019-08-05,1450.07,1468.01,1442.21,532185122585.0,0.0
2019-08-02,1477.91,1490.35,1471.19,542403089716.0,0.0
2019-08-01,1507.28,1510.32,1478.71,553180399192.0,0.0
2019-07-31,1485.63,1489.38,1476.89,545152152700.0,0.0
2019-07-30,1480.71,1497.75,1474.82,542973607344.0,0.0
2019-07-29,1494.77,1501.28,1482.03,548129829469.0,0.0
2019-07-26,1490.4,1490.52,1478.59,546524800755.0,0.0
2019-07-25,1480.35,1494.76,1471.29,542841320187.0,0.0
2019-07-24,1483.25,1509.34,1482.04,543906007013.0,0.0
2019-07-23,1509.21,1512.78,1501.0,553406334967.0,0.0
2019-07-22,1505.26,1510.64,1493.1,551960844053.0,0.0
2019-07-19,1499.88,1503.5,1480.06,549984783898.0,0.0
2019-07-18,1474.14,1476.79,1461.69,540549470006.0,0.0
2019-07-17,1479.0,1486.07,1476.58,542328320309.0,0.0
2019-07-16,1480.63,1485.41,1477.85,542927367328.0,0.0
2019-07-15,1482.14,1482.58,1467.02,543482084012.0,0.0
2019-07-12,1467.56,1478.01,1465.03,538134754200.0,0.0
2019-07-11,1471.69,1482.89,1469.91,539649740732.0,0.0
2019-07-10,1476.32,1485.19,1470.44,541347506402.0,0.0
2019-07-09,1473.68,1483.02,1469.34,540380212740.0,0.0
2019-07-08,1474.22,1477.89,1465.53,540576465416.0,0.0
2019-07-05,1464.85,1467.67,1453.85,537141152426.0,0.0
2019-07-04,1461.44,1464.24,1454.87,535891219492.0,0.0
2019-07-03,1458.43,1470.18,1458.43,534787388121.0,0.0
2019-07-02,1460.7,1464.07,1448.7,535617830198.0,0.0
2019-07-01,1453.15,1460.57,1440.64,532852474281.0,0.0
2019-06-28,1444.57,1463.01,1434.3,529705441200.0,0.0
2019-06-27,1436.94,1441.7,1356.53,526908384453.0,0.0
2019-06-26,1356.01,1359.66,1349.77,497231406418.0,0.0
2019-06-25,1356.14,1367.6,1356.14,497279369860.0,0.0
2019-06-24,1367.57,1387.53,1366.87,501471491096.0,0.0
2019-06-20,1376.49,1388.31,1372.8,504741186762.0,0.0
2019-06-19,1379.72,1400.84,1378.72,505923357487.0,0.0
2019-06-18,1401.43,1402.74,1375.31,513887525752.0,0.0
2019-06-17,1386.21,1414.72,1380.34,508305851198.0,0.0
2019-06-14,1411.45,1414.71,1396.47,517559604715.0,0.0
2019-06-13,1404.97,1409.37,1395.76,515183397411.0,0.0
2019-06-12,1405.08,1407.64,1394.73,515224384899.0,0.0
2019-06-11,1400.78,1400.78,1391.2,513647142007.0,0.0
2019-06-10,1396.9,1401.11,1393.62,512223320961.0,0.0
2019-06-07,1390.89,1394.7,1375.55,510021687018.0,0.0
2019-06-05,1374.65,1377.15,1363.36,504067433772.0,0.0
2019-06-04,1368.75,1372.02,1328.37,501904048163.0,0.0
2019-06-03,1340.05,1340.08,1318.19,491379737805.0,0.0
2019-05-31,1329.98,1357.82,1324.79,487610980882.0,60991782.0
2019-05-29,1364.95,1373.99,1360.84,500455572418.0,0.0
2019-05-28,1381.7,1385.48,1371.38,506595201024.0,0.0
2019-05-27,1379.06,1385.54,1372.6,505671954777.0,0.0
2019-05-24,1377.44,1382.42,1366.59,505076730603.0,0.0
2019-05-23,1365.91,1387.8,1364.66,500848733729.0,218862293.0
2019-05-22,1392.85,1408.35,1388.49,510949994854.0,464559435.0
2019-05-21,1405.05,1405.05,1392.15,515895715594.0,0.0
2019-05-20,1393.19,1414.34,1389.0,511540934198.0,0.0
2019-05-17,1413.41,1413.86,1397.29,518965365943.0,7948468.0
2019-05-16,1411.85,1411.85,1394.46,518398712604.0,0.0
2019-05-15,1399.03,1402.41,1392.84,513692990768.0,681173363.0
2019-05-14,1397.11,1397.11,1373.52,513666673220.0,475185790.0
2019-05-13,1373.71,1400.38,1373.22,505523183051.0,0.0
2019-05-10,1399.82,1406.89,1397.24,515131333441.0,16903640.0
2019-05-09,1395.84,1408.46,1390.41,513682808718.0,0.0
2019-05-08,1413.91,1417.74,1405.61,520334899287.0,7337516681.0
2019-05-07,1411.42,1437.0,1408.39,526687532993.0,0.0
2019-05-06,1429.22,1431.56,1408.94,533329533141.0,0.0
2019-05-03,1446.1,1449.82,1429.97,539627717621.0,0.0
2019-05-02,1423.91,1423.91,1412.03,531347157178.0,0.0
2019-04-30,1413.21,1424.64,1413.04,527351344139.0,0.0
2019-04-29,1415.1,1418.32,1409.17,528054138282.0,457305791.0
2019-04-26,1418.83,1420.43,1409.55,529903684436.0,97656000.0
2019-04-25,1408.64,1408.64,1380.29,526021567906.0,0.0
2019-04-24,1373.98,1386.81,1370.6,521676055196.0,0.0
2019-04-23,1386.5,1397.96,1379.28,526430992120.0,0.0
2019-04-22,1397.14,0.0,0.0,530468088140.0,0.0
2019-04-18,1397.14,1399.19,1384.51,530468088140.0,0.0
2019-04-17,1387.59,1390.01,1379.04,526841482449.0,0.0
2019-04-16,1384.12,1387.79,1376.71,525511299695.0,0.0
2019-04-15,1377.71,1381.53,1370.69,523079609852.0,0.0
2019-04-12,1381.91,1381.91,1372.54,524674564957.0,2313188143.0
2019-04-11,1375.6,1387.02,1375.6,520254080701.0,0.0
2019-04-10,1381.26,1381.42,1371.41,522394490855.0,0.0
2019-04-09,1373.66,1402.52,1373.66,519519852902.0,488299772.0
2019-04-08,1392.45,1393.19,1378.57,527121440058.0,0.0
2019-04-05,1383.97,1387.71,1379.85,523910849583.0,0.0
2019-04-04,1381.1,1388.69,1372.44,522825841540.0,0.0
2019-04-03,1374.68,1374.68,1351.88,520395136430.0,0.0
2019-04-02,1350.35,1356.64,1347.51,511183689981.0,0.0
2019-04-01,1352.32,1356.5,1340.18,511929753158.0,0.0
2019-03-29,1349.55,1378.58,1295.28,510841120519.0,0.0
2019-03-28,1293.45,1295.59,1282.87,474817373192.0,0.0
2019-03-27,1283.29,1285.42,1271.56,471087570886.0,0.0
2019-03-26,1272.17,1279.83,1269.74,467003527173.0,0.0
2019-03-25,1279.1,1279.1,1259.93,484442462426.0,0.0
2019-03-22,1271.76,1280.3,1270.34,481663276243.0,1469094984.0
2019-03-21,1280.41,1288.39,1276.23,486416175531.0,0.0
2019-03-20,1288.14,1296.96,1287.82,489354880510.0,0.0
2019-03-19,1290.53,1293.28,1278.6,490261959797.0,0.0
2019-03-18,1281.26,1282.61,1269.86,486738727277.0,0.0
2019-03-15,1269.79,1301.14,1262.26,482382654542.0,0.0
2019-03-14,1293.59,1294.52,1275.83,491425267019.0,0.0
2019-03-13,1272.38,1272.74,1262.45,483367546088.0,0.0
2019-03-12,1267.5,1279.44,1266.19,481511976314.0,0.0
2019-03-11,1272.74,1274.99,1264.9,483504973135.0,0.0
2019-03-08,1262.61,1266.56,1259.28,479653104897.0,0.0
2019-03-07,1267.83,1274.95,1263.52,481637397244.0,0.0
2019-03-06,1276.46,1284.53,1274.61,484914635643.0,0.0
2019-03-05,1285.21,1286.6,1272.06,488239856454.0,0.0
2019-03-04,1280.06,1295.07,1279.55,486285694419.0,0.0
2019-03-01,1283.75,1290.64,1278.05,487684360262.0,0.0
2019-02-28,1287.17,1290.0,1277.54,488983590114.0,0.0
2019-02-27,1285.49,1291.6,1283.04,488348299437.0,0.0
2019-02-26,1293.44,1297.69,1281.44,491366243825.0,0.0
2019-02-25,1288.05,1303.25,1283.75,489318481063.0,0.0
2019-02-22,1297.77,1303.49,1288.24,493012570763.0,0.0
2019-02-21,1290.28,1293.86,1285.82,490167736838.0,0.0
2019-02-20,1288.61,1290.49,1275.87,489530434657.0,0.0
2019-02-19,1275.4,1276.67,1270.49,484513926687.0,0.0
2019-02-18,1270.98,1272.99,1258.98,482834234348.0,0.0
2019-02-15,1269.41,1274.7,1263.91,482234506497.0,0.0
2019-02-14,1273.01,1290.76,1271.41,483399977667.0,0.0
2019-02-13,1280.14,1285.69,1277.89,486110255026.0,0.0
2019-02-12,1276.05,1280.5,1272.4,484548535095.0,0.0
2019-02-11,1275.06,1275.13,1264.69,484171050924.0,0.0
2019-02-08,1262.16,1265.62,1250.05,486642562272.0,0.0
2019-02-07,1255.05,1280.61,1255.05,483901865396.0,0.0
2019-02-06,1269.04,1279.65,1265.68,489293932032.0,0.0
2019-02-05,1274.48,1274.48,1261.4,491391945837.0,0.0
2019-02-04,1258.7,1262.63,1248.81,485306693900.0,0.0
2019-02-01,1252.47,1255.22,1237.37,482905155282.0,0.0
2019-01-31,1247.98,1251.57,1220.36,481173493051.0,0.0
2019-01-30,1240.63,1244.85,1233.16,478267628649.0,0.0
2019-01-29,1245.33,1247.2,1220.06,480078708175.0,0.0
2019-01-28,1219.24,1238.15,1217.99,470020846061.0,0.0
2019-01-25,1224.31,1236.09,1219.11,471975491818.0,0.0
2019-01-24,1224.35,1225.98,1217.28,471990077517.0,0.0
2019-01-23,1218.27,1225.71,1217.19,472464832269.0,0.0
2019-01-22,1226.44,1236.47,1223.1,475633356618.0,0.0
2019-01-21,1229.12,1244.88,1227.63,476672806895.0,0.0
2019-01-18,1245.78,1248.07,1236.82,483136219167.0,0.0
2019-01-17,1234.82,1237.18,1223.63,478884743811.0,0.0
2019-01-16,1231.11,1238.1,1219.25,477446051152.0,0.0
2019-01-15,1217.14,1225.36,1213.67,472026531099.0,0.0
2019-01-14,1222.05,1236.59,1221.84,473931674174.0,0.0
2019-01-11,1229.86,1232.72,1223.19,476962556916.0,0.0
2019-01-10,1227.58,1234.88,1214.7,476078704484.0,0.0
2019-01-09,1222.59,1224.39,1213.5,474140362197.0,0.0
2019-01-08,1217.03,1222.57,1199.38,471985283212.0,0.0
2019-01-07,1200.64,1201.78,1189.36,465629821597.0,0.0
2019-01-04,1190.95,1193.15,1167.98,461872474397.0,0.0
2019-01-03,1161.43,1181.19,1161.11,450424481185.0,0.0
2019-01-02,1168.3,1178.09,1143.94,453086870230.0,0.0
2018-12-28,1159.62,1165.45,1152.7,449720552120.0,0.0
2018-12-27,1148.93,1175.5,1142.82,445575077739.0,0.0
2018-12-21,1170.82,1178.21,1164.13,454065183036.0,0.0
2018-12-20,1180.03,1192.45,1180.03,457635652994.0,0.0
2018-12-19,1201.23,1215.84,1199.37,465847904600.0,0.0
2018-12-18,1206.73,1226.58,1205.97,467982600631.0,0.0
2018-12-17,1224.19,1286.09,1212.49,474753231131.0,261548196.0
2018-12-14,1284.78,1288.51,1265.41,498524532967.0,0.0
2018-12-13,1284.38,1302.62,1282.64,498370527407.0,0.0
2018-12-12,1301.51,1306.06,1291.36,505016959432.0,240064698.0
2018-12-11,1309.79,1320.79,1296.12,508470667246.0,0.0
2018-12-10,1289.16,1299.0,1287.71,500461298483.0,0.0
2018-12-07,1302.7,1318.38,1294.27,505718494172.0,153640760.0
2018-12-06,1289.09,1321.2,1289.09,500586215411.0,0.0
2018-12-05,1326.2,1336.17,1315.41,514997770143.0,0.0
2018-12-04,1330.01,1342.2,1330.01,516476624567.0,0.0
2018-12-03,1339.57,1364.91,1336.11,520189647728.0,0.0
2018-11-30,1350.66,1362.11,1347.78,524444717356.0,0.0
2018-11-29,1360.12,1364.23,1348.28,528116885897.0,0.0
2018-11-28,1356.38,1357.06,1343.25,526663915110.0,0.0
2018-11-27,1348.4,1350.51,1338.02,523565900646.0,0.0
2018-11-26,1338.91,1348.08,1331.04,519882337785.0,0.0
2018-11-23,1341.79,1345.33,1335.61,521000914699.0,0.0
2018-11-22,1339.4,1343.96,1329.49,520074148371.0,0.0
2018-11-21,1339.13,1339.13,1308.98,519968871602.0,0.0
2018-11-20,1308.75,1326.07,1304.93,508171432261.0,0.0
2018-11-19,1326.67,1339.07,1324.12,515130121696.0,0.0
2018-11-16,1328.18,1331.07,1313.46,515717615845.0,0.0
2018-11-15,1310.04,1324.9,1304.04,508670486465.0,0.0
2018-11-14,1316.68,1322.71,1300.01,511250038601.0,0.0
2018-11-13,1308.79,1310.39,1301.21,508188919094.0,0.0
2018-11-12,1305.01,1329.32,1304.51,506718137337.0,7084259200.0
2018-11-09,1323.55,1331.9,1323.55,521101353903.0,0.0
2018-11-08,1327.91,1341.63,1324.5,522819088054.0,0.0
2018-11-07,1330.07,1332.78,1316.84,523669295052.0,0.0
2018-11-06,1318.69,1331.97,1314.24,519190124830.0,0.0
2018-11-05,1332.3,1342.88,1330.54,524546960881.0,0.0
2018-11-02,1339.61,1341.41,1330.84,527424370987.0,0.0
2018-11-01,1328.7,1339.82,1325.31,523129200133.0,0.0
2018-10-31,1337.19,1337.66,1321.34,526471138753.0,0.0
2018-10-30,1313.02,1313.77,1295.09,516955369374.0,0.0
2018-10-29,1299.64,1305.15,1282.33,511684733931.0,175074628.0
